{'sf': 'dile', 'freq': '1529', 'analysis': 'Stem-dat', 'segmentation': 'dil-e', 'ur': 'dil-A', 'predicted_sr': 'dil-A'}
{'sf': 'ɑtɑklɑr', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'ɑtɑk-lɑr', 'ur': 'ɑtɑk-lAr', 'predicted_sr': 'ɑtɑk-lAr'}
{'sf': 'bølymdeki', 'freq': '70', 'analysis': 'Stem-loc-ki', 'segmentation': 'bølym-de-ki', 'ur': 'bølym-dA-ki', 'predicted_sr': 'bølym-dA-ki'}
{'sf': 'bɑʃlɑnɑʤɑk', 'freq': '70', 'analysis': 'Stem-lan-part:fut', 'segmentation': 'bɑʃ-lɑn-ɑʤɑk', 'ur': 'bɑʃ-lAn-AʤAk', 'predicted_sr': 'bɑʃ-lAn-AʤAk'}
{'sf': 'beklentilern', 'freq': '70', 'analysis': 'Stem-pl-p2s', 'segmentation': 'beklenti-ler-n', 'ur': 'beklenti-lAr-n', 'predicted_sr': 'beklenti-lAr-n'}
{'sf': 'borsɑlɑr', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'borsɑ-lɑr', 'ur': 'borsɑ-lAr', 'predicted_sr': 'borsɑ-lAr'}
{'sf': 'buluʃmɑ', 'freq': '70', 'analysis': 'Stem-vn:inf', 'segmentation': 'buluʃ-mɑ', 'ur': 'buluʃ-mA', 'predicted_sr': 'buluʃ-mA'}
{'sf': 'ʤisimler', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'ʤisim-ler', 'ur': 'ʤisim-lAr', 'predicted_sr': 'ʤisim-lAr'}
{'sf': 'dɑlgɑlɑrɯn', 'freq': '70', 'analysis': 'Stem-pl-gen', 'segmentation': 'dɑlgɑ-lɑr-ɯn', 'ur': 'dɑlgɑ-lAr-Hn', 'predicted_sr': 'dɑlgɑ-lAr-In'}
{'sf': 'dɑnɯʃmɑnlɑrɯ', 'freq': '70', 'analysis': 'Stem-pl-p3s', 'segmentation': 'dɑnɯʃmɑn-lɑr-ɯ', 'ur': 'dɑnɯʃmɑn-lAr-H', 'predicted_sr': 'dɑnɯʃmɑn-lAr-I'}
{'sf': 'denizlerin', 'freq': '70', 'analysis': 'Stem-pl-gen', 'segmentation': 'deniz-ler-in', 'ur': 'deniz-lAr-Hn', 'predicted_sr': 'deniz-lAr-In'}
{'sf': 'dokunmɑ', 'freq': '70', 'analysis': 'Stem-vn:inf', 'segmentation': 'dokun-mɑ', 'ur': 'dokun-mA', 'predicted_sr': 'dokun-mA'}
{'sf': 'eʃler', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'eʃ-ler', 'ur': 'eʃ-lAr', 'predicted_sr': 'eʃ-lAr'}
{'sf': 'ekonomiden', 'freq': '70', 'analysis': 'Stem-abl', 'segmentation': 'ekonomi-den', 'ur': 'ekonomi-dAn', 'predicted_sr': 'ekonomi-dAn'}
{'sf': 'endystride', 'freq': '70', 'analysis': 'Stem-loc', 'segmentation': 'endystri-de', 'ur': 'endystri-dA', 'predicted_sr': 'endystri-dA'}
{'sf': 'etler', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'et-ler', 'ur': 'et-lAr', 'predicted_sr': 'et-lAr'}
{'sf': 'fotoɰrɑflɑrɯɯn', 'freq': '70', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'fotoɰrɑf-lɑr-ɯ-ɯn', 'ur': 'fotoɰrɑf-lAr-H-Hn', 'predicted_sr': 'fotoɰrɑf-lAr-I-In'}
{'sf': 'gøtyryp', 'freq': '70', 'analysis': 'Stem-cv:ip', 'segmentation': 'gøtyr-yp', 'ur': 'gøtyr-Hp', 'predicted_sr': 'gøtyr-Up'}
{'sf': 'geʧirmei', 'freq': '70', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'geʧir-me-i', 'ur': 'geʧir-mA-H', 'predicted_sr': 'geʧir-mA-I'}
{'sf': 'getirebilme', 'freq': '70', 'analysis': 'Stem-abil-vn:inf', 'segmentation': 'getir-ebil-me', 'ur': 'getir-Abil-mA', 'predicted_sr': 'getir-Abil-mA'}
{'sf': 'idɑrelerin', 'freq': '70', 'analysis': 'Stem-pl-gen', 'segmentation': 'idɑre-ler-in', 'ur': 'idɑre-lAr-Hn', 'predicted_sr': 'idɑre-lAr-In'}
{'sf': 'iddiɑlɑr', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'iddiɑ-lɑr', 'ur': 'iddiɑ-lAr', 'predicted_sr': 'iddiɑ-lAr'}
{'sf': 'kɑzɑndɯklɑrɯ', 'freq': '70', 'analysis': 'Stem-part:past-p3p', 'segmentation': 'kɑzɑn-dɯk-lɑrɯ', 'ur': 'kɑzɑn-dHk-lArH', 'predicted_sr': 'kɑzɑn-dɯk-lArI'}
{'sf': 'kɑzmɑ', 'freq': '70', 'analysis': 'Stem-vn:inf', 'segmentation': 'kɑz-mɑ', 'ur': 'kɑz-mA', 'predicted_sr': 'kɑz-mA'}
{'sf': 'kesimleriin', 'freq': '70', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'kesim-ler-i-in', 'ur': 'kesim-lAr-H-Hn', 'predicted_sr': 'kesim-lAr-I-In'}
{'sf': 'kirɑlɑɑn', 'freq': '70', 'analysis': 'Stem-la-cv:ye-p2s', 'segmentation': 'kirɑ-lɑ-ɑ-n', 'ur': 'kirɑ-lA-A-n', 'predicted_sr': 'kirɑ-lA-A-n'}
{'sf': 'kitɑplɑrdɑ', 'freq': '70', 'analysis': 'Stem-pl-loc', 'segmentation': 'kitɑp-lɑr-dɑ', 'ur': 'kitɑp-lAr-dA', 'predicted_sr': 'kitɑp-lAr-dA'}
{'sf': 'kitlelerin', 'freq': '70', 'analysis': 'Stem-pl-gen', 'segmentation': 'kitle-ler-in', 'ur': 'kitle-lAr-Hn', 'predicted_sr': 'kitle-lAr-In'}
{'sf': 'koduun', 'freq': '70', 'analysis': 'Stem-p3s-gen', 'segmentation': 'kod-u-un', 'ur': 'kod-H-Hn', 'predicted_sr': 'kod-U-Un'}
{'sf': 'metreden', 'freq': '70', 'analysis': 'Stem-abl', 'segmentation': 'metre-den', 'ur': 'metre-dAn', 'predicted_sr': 'metre-dAn'}
{'sf': 'mikroorgɑnizmɑlɑr', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'mikroorgɑnizmɑ-lɑr', 'ur': 'mikroorgɑnizmɑ-lAr', 'predicted_sr': 'mikroorgɑnizmɑ-lAr'}
{'sf': 'nesillere', 'freq': '70', 'analysis': 'Stem-pl-dat', 'segmentation': 'nesil-ler-e', 'ur': 'nesil-lAr-A', 'predicted_sr': 'nesil-lAr-A'}
{'sf': 'pɑrtiden', 'freq': '70', 'analysis': 'Stem-abl', 'segmentation': 'pɑrti-den', 'ur': 'pɑrti-dAn', 'predicted_sr': 'pɑrti-dAn'}
{'sf': 'sɯnɯflɑrɑ', 'freq': '70', 'analysis': 'Stem-pl-dat', 'segmentation': 'sɯnɯf-lɑr-ɑ', 'ur': 'sɯnɯf-lAr-A', 'predicted_sr': 'sɯnɯf-lAr-A'}
{'sf': 'sɑɰlɑmɑɯn', 'freq': '70', 'analysis': 'Stem-vn:inf-gen', 'segmentation': 'sɑɰlɑ-mɑ-ɯn', 'ur': 'sɑɰlɑ-mA-Hn', 'predicted_sr': 'sɑɰlɑ-mA-In'}
{'sf': 'sɑjmɑ', 'freq': '70', 'analysis': 'Stem-vn:inf', 'segmentation': 'sɑj-mɑ', 'ur': 'sɑj-mA', 'predicted_sr': 'sɑj-mA'}
{'sf': 'sempozjumɑ', 'freq': '70', 'analysis': 'Stem-dat', 'segmentation': 'sempozjum-ɑ', 'ur': 'sempozjum-A', 'predicted_sr': 'sempozjum-A'}
{'sf': 'sporlɑr', 'freq': '70', 'analysis': 'Stem-pl', 'segmentation': 'spor-lɑr', 'ur': 'spor-lAr', 'predicted_sr': 'spor-lAr'}
{'sf': 'sunuʤulɑrɯ', 'freq': '70', 'analysis': 'Stem-pl-p3s', 'segmentation': 'sunuʤu-lɑr-ɯ', 'ur': 'sunuʤu-lAr-H', 'predicted_sr': 'sunuʤu-lAr-I'}
{'sf': 'uʧlu', 'freq': '70', 'analysis': 'Stem-li', 'segmentation': 'uʧ-lu', 'ur': 'uʧ-lH', 'predicted_sr': 'uʧ-lU'}
{'sf': 'ulɑʃmɑdɑ', 'freq': '70', 'analysis': 'Stem-vn:inf-loc', 'segmentation': 'ulɑʃ-mɑ-dɑ', 'ur': 'ulɑʃ-mA-dA', 'predicted_sr': 'ulɑʃ-mA-dA'}
{'sf': 'jɑtɑktɑ', 'freq': '70', 'analysis': 'Stem-loc', 'segmentation': 'jɑtɑk-tɑ', 'ur': 'jɑtɑk-dA', 'predicted_sr': 'jɑtɑk-dA'}
{'sf': 'jetkililere', 'freq': '70', 'analysis': 'Stem-li-pl-dat', 'segmentation': 'jetki-li-ler-e', 'ur': 'jetki-lH-lAr-A', 'predicted_sr': 'jetki-li-lAr-A'}
{'sf': 'zɑrɑrlɑrdɑn', 'freq': '70', 'analysis': 'Stem-pl-abl', 'segmentation': 'zɑrɑr-lɑr-dɑn', 'ur': 'zɑrɑr-lAr-dAn', 'predicted_sr': 'zɑrɑr-lAr-dAn'}
{'sf': 'ʧevirerek', 'freq': '69', 'analysis': 'Stem-cv:erek', 'segmentation': 'ʧevir-erek', 'ur': 'ʧevir-ArAk', 'predicted_sr': 'ʧevir-ArAk'}
{'sf': 'ønʤelikleri', 'freq': '69', 'analysis': 'Stem-pl-acc', 'segmentation': 'ønʤelik-ler-i', 'ur': 'ønʤelik-lAr-H', 'predicted_sr': 'ønʤelik-lAr-I'}
{'sf': 'ɑnɯlɑr', 'freq': '69', 'analysis': 'Stem-pl', 'segmentation': 'ɑnɯ-lɑr', 'ur': 'ɑnɯ-lAr', 'predicted_sr': 'ɑnɯ-lAr'}
{'sf': 'ɑrɑʃtɯrmɑɯ', 'freq': '69', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'ɑrɑʃtɯr-mɑ-ɯ', 'ur': 'ɑrɑʃtɯr-mA-H', 'predicted_sr': 'ɑrɑʃtɯr-mA-I'}
{'sf': 'byrodɑ', 'freq': '69', 'analysis': 'Stem-loc', 'segmentation': 'byro-dɑ', 'ur': 'byro-dA', 'predicted_sr': 'byro-dA'}
{'sf': 'biʧimsel', 'freq': '69', 'analysis': 'Stem-sal', 'segmentation': 'biʧim-sel', 'ur': 'biʧim-sAl', 'predicted_sr': 'biʧim-sAl'}
{'sf': 'bildirme', 'freq': '69', 'analysis': 'Stem-vn:inf', 'segmentation': 'bildir-me', 'ur': 'bildir-mA', 'predicted_sr': 'bildir-mA'}
{'sf': 'dønemsel', 'freq': '69', 'analysis': 'Stem-sal', 'segmentation': 'dønem-sel', 'ur': 'dønem-sAl', 'predicted_sr': 'dønem-sAl'}
{'sf': 'dɑɰɑ', 'freq': '69', 'analysis': 'Stem-dat', 'segmentation': 'dɑɰ-ɑ', 'ur': 'dɑɰ-A', 'predicted_sr': 'dɑɰ-A'}
{'sf': 'deɰerlendirmein', 'freq': '69', 'analysis': 'Stem-vn:inf-gen', 'segmentation': 'deɰerlendir-me-in', 'ur': 'deɰerlendir-mA-Hn', 'predicted_sr': 'deɰerlendir-mA-In'}
{'sf': 'deɰiʃkenlerin', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'deɰiʃken-ler-in', 'ur': 'deɰiʃken-lAr-Hn', 'predicted_sr': 'deɰiʃken-lAr-In'}
{'sf': 'deɰinen', 'freq': '69', 'analysis': 'Stem-part:pres', 'segmentation': 'deɰin-en', 'ur': 'deɰin-An', 'predicted_sr': 'deɰin-An'}
{'sf': 'ellere', 'freq': '69', 'analysis': 'Stem-pl-dat', 'segmentation': 'el-ler-e', 'ur': 'el-lAr-A', 'predicted_sr': 'el-lAr-A'}
{'sf': 'engellerin', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'engel-ler-in', 'ur': 'engel-lAr-Hn', 'predicted_sr': 'engel-lAr-In'}
{'sf': 'etkenlerin', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'etken-ler-in', 'ur': 'etken-lAr-Hn', 'predicted_sr': 'etken-lAr-In'}
{'sf': 'etmede', 'freq': '69', 'analysis': 'Stem-vn:inf-loc', 'segmentation': 'et-me-de', 'ur': 'et-mA-dA', 'predicted_sr': 'et-mA-dA'}
{'sf': 'etmeiin', 'freq': '69', 'analysis': 'Stem-vn:inf-p3s-gen', 'segmentation': 'et-me-i-in', 'ur': 'et-mA-H-Hn', 'predicted_sr': 'et-mA-I-In'}
{'sf': 'ejlemleriin', 'freq': '69', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'ejlem-ler-i-in', 'ur': 'ejlem-lAr-H-Hn', 'predicted_sr': 'ejlem-lAr-I-In'}
{'sf': 'geniʃlemei', 'freq': '69', 'analysis': 'Stem-la-vn:inf-p3s', 'segmentation': 'geniʃ-le-me-i', 'ur': 'geniʃ-lA-mA-H', 'predicted_sr': 'geniʃ-lA-mA-I'}
{'sf': 'ithɑli', 'freq': '69', 'analysis': 'Stem-p3s', 'segmentation': 'ithɑl-i', 'ur': 'ithɑl-H', 'predicted_sr': 'ithɑl-ɯ'}
{'sf': 'kɑpɑnmɑ', 'freq': '69', 'analysis': 'Stem-vn:inf', 'segmentation': 'kɑpɑn-mɑ', 'ur': 'kɑpɑn-mA', 'predicted_sr': 'kɑpɑn-mA'}
{'sf': 'kɑplɑmɑlɑr', 'freq': '69', 'analysis': 'Stem-pl', 'segmentation': 'kɑplɑmɑ-lɑr', 'ur': 'kɑplɑmɑ-lAr', 'predicted_sr': 'kɑplɑmɑ-lAr'}
{'sf': 'kɑrtɑ', 'freq': '69', 'analysis': 'Stem-dat', 'segmentation': 'kɑrt-ɑ', 'ur': 'kɑrt-A', 'predicted_sr': 'kɑrt-A'}
{'sf': 'kentlere', 'freq': '69', 'analysis': 'Stem-pl-dat', 'segmentation': 'kent-ler-e', 'ur': 'kent-lAr-A', 'predicted_sr': 'kent-lAr-A'}
{'sf': 'kimlere', 'freq': '69', 'analysis': 'Stem-pl-dat', 'segmentation': 'kim-ler-e', 'ur': 'kim-lAr-A', 'predicted_sr': 'kim-lAr-A'}
{'sf': 'kokɑn', 'freq': '69', 'analysis': 'Stem-part:pres', 'segmentation': 'kok-ɑn', 'ur': 'kok-An', 'predicted_sr': 'kok-An'}
{'sf': 'koordinɑtlɑrɯ', 'freq': '69', 'analysis': 'Stem-pl-acc', 'segmentation': 'koordinɑt-lɑr-ɯ', 'ur': 'koordinɑt-lAr-H', 'predicted_sr': 'koordinɑt-lAr-I'}
{'sf': 'kulypler', 'freq': '69', 'analysis': 'Stem-pl', 'segmentation': 'kulyp-ler', 'ur': 'kulyp-lAr', 'predicted_sr': 'kulyp-lAr'}
{'sf': 'kuruluʃtɑn', 'freq': '69', 'analysis': 'Stem-abl', 'segmentation': 'kuruluʃ-tɑn', 'ur': 'kuruluʃ-dAn', 'predicted_sr': 'kuruluʃ-dAn'}
{'sf': 'kurummuz', 'freq': '69', 'analysis': 'Stem-p1p', 'segmentation': 'kurum-muz', 'ur': 'kurum-mHz', 'predicted_sr': 'kurum-mUz'}
{'sf': 'lɑborɑtuvɑrlɑrɯ', 'freq': '69', 'analysis': 'Stem-p3p', 'segmentation': 'lɑborɑtuvɑr-lɑrɯ', 'ur': 'lɑborɑtuvɑr-lArH', 'predicted_sr': 'lɑborɑtuvɑr-lArI'}
{'sf': 'liflerin', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'lif-ler-in', 'ur': 'lif-lAr-Hn', 'predicted_sr': 'lif-lAr-In'}
{'sf': 'mɑrkɑlɑrɯn', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'mɑrkɑ-lɑr-ɯn', 'ur': 'mɑrkɑ-lAr-Hn', 'predicted_sr': 'mɑrkɑ-lAr-In'}
{'sf': 'nɑzɑrɑ', 'freq': '69', 'analysis': 'Stem-dat', 'segmentation': 'nɑzɑr-ɑ', 'ur': 'nɑzɑr-A', 'predicted_sr': 'nɑzɑr-A'}
{'sf': 'olguun', 'freq': '69', 'analysis': 'Stem-gen', 'segmentation': 'olgu-un', 'ur': 'olgu-Hn', 'predicted_sr': 'olgu-Un'}
{'sf': 'olumsuzluklɑrɑ', 'freq': '69', 'analysis': 'Stem-lik-pl-dat', 'segmentation': 'olumsuz-luk-lɑr-ɑ', 'ur': 'olumsuz-lHk-lAr-A', 'predicted_sr': 'olumsuz-lUk-lAr-A'}
{'sf': 'ortɑlɑmɑlɑrɯ', 'freq': '69', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ortɑlɑmɑ-lɑr-ɯ', 'ur': 'ortɑlɑmɑ-lAr-H', 'predicted_sr': 'ortɑlɑmɑ-lAr-I'}
{'sf': 'ojunlɑrdɑ', 'freq': '69', 'analysis': 'Stem-pl-loc', 'segmentation': 'ojun-lɑr-dɑ', 'ur': 'ojun-lAr-dA', 'predicted_sr': 'ojun-lAr-dA'}
{'sf': 'pijɑsɑlɑrɑ', 'freq': '69', 'analysis': 'Stem-pl-dat', 'segmentation': 'pijɑsɑ-lɑr-ɑ', 'ur': 'pijɑsɑ-lAr-A', 'predicted_sr': 'pijɑsɑ-lAr-A'}
{'sf': 'sɯnɯflɑrɯn', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'sɯnɯf-lɑr-ɯn', 'ur': 'sɯnɯf-lAr-Hn', 'predicted_sr': 'sɯnɯf-lAr-In'}
{'sf': 'søzʤyklerin', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'søzʤyk-ler-in', 'ur': 'søzʤyk-lAr-Hn', 'predicted_sr': 'søzʤyk-lAr-In'}
{'sf': 'sɑjfɑlɑrɯn', 'freq': '69', 'analysis': 'Stem-pl-gen', 'segmentation': 'sɑjfɑ-lɑr-ɯn', 'ur': 'sɑjfɑ-lAr-Hn', 'predicted_sr': 'sɑjfɑ-lAr-In'}
{'sf': 'silɑhsɯzlɑnmɑ', 'freq': '69', 'analysis': 'Stem-siz-lan-vn:inf', 'segmentation': 'silɑh-sɯz-lɑn-mɑ', 'ur': 'silɑh-sHz-lAn-mA', 'predicted_sr': 'silɑh-sɯz-lAn-mA'}
{'sf': 'skoru', 'freq': '69', 'analysis': 'Stem-p3s', 'segmentation': 'skor-u', 'ur': 'skor-H', 'predicted_sr': 'skor-U'}
{'sf': 'sonuʧsuz', 'freq': '69', 'analysis': 'Stem-siz', 'segmentation': 'sonuʧ-suz', 'ur': 'sonuʧ-sHz', 'predicted_sr': 'sonuʧ-sUz'}
{'sf': 'suʧlɑrdɑn', 'freq': '69', 'analysis': 'Stem-pl-abl', 'segmentation': 'suʧ-lɑr-dɑn', 'ur': 'suʧ-lAr-dAn', 'predicted_sr': 'suʧ-lAr-dAn'}
{'sf': 'tehlikeler', 'freq': '69', 'analysis': 'Stem-pl', 'segmentation': 'tehlike-ler', 'ur': 'tehlike-lAr', 'predicted_sr': 'tehlike-lAr'}
{'sf': 'teknoloʒide', 'freq': '69', 'analysis': 'Stem-loc', 'segmentation': 'teknoloʒi-de', 'ur': 'teknoloʒi-dA', 'predicted_sr': 'teknoloʒi-dA'}
{'sf': 'telefonnuz', 'freq': '69', 'analysis': 'Stem-p2p', 'segmentation': 'telefon-nuz', 'ur': 'telefon-nHz', 'predicted_sr': 'telefon-nUz'}
{'sf': 'unsurlɑrɯɯn', 'freq': '69', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'unsur-lɑr-ɯ-ɯn', 'ur': 'unsur-lAr-H-Hn', 'predicted_sr': 'unsur-lAr-I-In'}
{'sf': 'ujɑrɯdɑ', 'freq': '69', 'analysis': 'Stem-loc', 'segmentation': 'ujɑrɯ-dɑ', 'ur': 'ujɑrɯ-dA', 'predicted_sr': 'ujɑrɯ-dA'}
{'sf': 'jɑzɑrlɑrɑ', 'freq': '69', 'analysis': 'Stem-pl-dat', 'segmentation': 'jɑzɑr-lɑr-ɑ', 'ur': 'jɑzɑr-lAr-A', 'predicted_sr': 'jɑzɑr-lAr-A'}
{'sf': 'jenen', 'freq': '69', 'analysis': 'Stem-part:pres', 'segmentation': 'jen-en', 'ur': 'jen-An', 'predicted_sr': 'jen-An'}
{'sf': 'jerleʃmei', 'freq': '69', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'jerleʃ-me-i', 'ur': 'jerleʃ-mA-H', 'predicted_sr': 'jerleʃ-mA-I'}
{'sf': 'ʧøkmei', 'freq': '68', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'ʧøk-me-i', 'ur': 'ʧøk-mA-H', 'predicted_sr': 'ʧøk-mA-I'}
{'sf': 'ʧɑɰlɑrdɑ', 'freq': '68', 'analysis': 'Stem-pl-loc', 'segmentation': 'ʧɑɰ-lɑr-dɑ', 'ur': 'ʧɑɰ-lAr-dA', 'predicted_sr': 'ʧɑɰ-lAr-dA'}
{'sf': 'ørneklerde', 'freq': '68', 'analysis': 'Stem-pl-loc', 'segmentation': 'ørnek-ler-de', 'ur': 'ørnek-lAr-dA', 'predicted_sr': 'ørnek-lAr-dA'}
{'sf': 'ʃirketlerden', 'freq': '68', 'analysis': 'Stem-pl-abl', 'segmentation': 'ʃirket-ler-den', 'ur': 'ʃirket-lAr-dAn', 'predicted_sr': 'ʃirket-lAr-dAn'}
{'sf': 'ɑlɑmɑɑn', 'freq': '68', 'analysis': 'Stem-la-neg-cv:ye-p2s', 'segmentation': 'ɑ-lɑ-mɑ-ɑ-n', 'ur': 'ɑ-lA-mA-A-n', 'predicted_sr': 'ɑ-lA-mA-A-n'}
{'sf': 'ɑlmɑmɯz', 'freq': '68', 'analysis': 'Stem-vn:inf-p1p', 'segmentation': 'ɑl-mɑ-mɯz', 'ur': 'ɑl-mA-mHz', 'predicted_sr': 'ɑl-mA-mIz'}
{'sf': 'ɑlttɑn', 'freq': '68', 'analysis': 'Stem-abl', 'segmentation': 'ɑlt-tɑn', 'ur': 'ɑlt-dAn', 'predicted_sr': 'ɑlt-dAn'}
{'sf': 'ɑzɑlɑrɑk', 'freq': '68', 'analysis': 'Stem-cv:erek', 'segmentation': 'ɑzɑl-ɑrɑk', 'ur': 'ɑzɑl-ArAk', 'predicted_sr': 'ɑzɑl-ArAk'}
{'sf': 'bɑʃlɑngɯʧtɑn', 'freq': '68', 'analysis': 'Stem-abl', 'segmentation': 'bɑʃlɑngɯʧ-tɑn', 'ur': 'bɑʃlɑngɯʧ-dAn', 'predicted_sr': 'bɑʃlɑngɯʧ-dAn'}
{'sf': 'benzerlikler', 'freq': '68', 'analysis': 'Stem-lik-pl', 'segmentation': 'benzer-lik-ler', 'ur': 'benzer-lHk-lAr', 'predicted_sr': 'benzer-lik-lAr'}
{'sf': 'ʤoɰrɑfjɑdɑ', 'freq': '68', 'analysis': 'Stem-loc', 'segmentation': 'ʤoɰrɑfjɑ-dɑ', 'ur': 'ʤoɰrɑfjɑ-dA', 'predicted_sr': 'ʤoɰrɑfjɑ-dA'}
{'sf': 'døvize', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'døviz-e', 'ur': 'døviz-A', 'predicted_sr': 'døviz-A'}
{'sf': 'dyʃerek', 'freq': '68', 'analysis': 'Stem-cv:erek', 'segmentation': 'dyʃ-erek', 'ur': 'dyʃ-ArAk', 'predicted_sr': 'dyʃ-ArAk'}
{'sf': 'dyny', 'freq': '68', 'analysis': 'Stem-p3s', 'segmentation': 'dyn-y', 'ur': 'dyn-H', 'predicted_sr': 'dyn-U'}
{'sf': 'diskte', 'freq': '68', 'analysis': 'Stem-loc', 'segmentation': 'disk-te', 'ur': 'disk-dA', 'predicted_sr': 'disk-dA'}
{'sf': 'filme', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'film-e', 'ur': 'film-A', 'predicted_sr': 'film-A'}
{'sf': 'gørynmeen', 'freq': '68', 'analysis': 'Stem-neg-part:pres', 'segmentation': 'gøryn-me-en', 'ur': 'gøryn-mA-An', 'predicted_sr': 'gøryn-mA-An'}
{'sf': 'gøsterime', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'gøsterim-e', 'ur': 'gøsterim-A', 'predicted_sr': 'gøsterim-A'}
{'sf': 'getirmete', 'freq': '68', 'analysis': 'Stem-vn:inf-loc', 'segmentation': 'getir-me-te', 'ur': 'getir-mA-dA', 'predicted_sr': 'getir-mA-dA'}
{'sf': 'hɑtlɑrdɑ', 'freq': '68', 'analysis': 'Stem-pl-loc', 'segmentation': 'hɑt-lɑr-dɑ', 'ur': 'hɑt-lAr-dA', 'predicted_sr': 'hɑt-lAr-dA'}
{'sf': 'kɑrdeʃler', 'freq': '68', 'analysis': 'Stem-pl', 'segmentation': 'kɑrdeʃ-ler', 'ur': 'kɑrdeʃ-lAr', 'predicted_sr': 'kɑrdeʃ-lAr'}
{'sf': 'kɑtkɯlɑrdɑ', 'freq': '68', 'analysis': 'Stem-pl-loc', 'segmentation': 'kɑtkɯ-lɑr-dɑ', 'ur': 'kɑtkɯ-lAr-dA', 'predicted_sr': 'kɑtkɯ-lAr-dA'}
{'sf': 'kelimee', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'kelime-e', 'ur': 'kelime-A', 'predicted_sr': 'kelime-A'}
{'sf': 'konuʃmɑʤɯlɑr', 'freq': '68', 'analysis': 'Stem-pl', 'segmentation': 'konuʃmɑʤɯ-lɑr', 'ur': 'konuʃmɑʤɯ-lAr', 'predicted_sr': 'konuʃmɑʤɯ-lAr'}
{'sf': 'mɑlikleri', 'freq': '68', 'analysis': 'Stem-pl-p3s', 'segmentation': 'mɑlik-ler-i', 'ur': 'mɑlik-lAr-H', 'predicted_sr': 'mɑlik-lAr-I'}
{'sf': 'mɑlzemelerden', 'freq': '68', 'analysis': 'Stem-pl-abl', 'segmentation': 'mɑlzeme-ler-den', 'ur': 'mɑlzeme-lAr-dAn', 'predicted_sr': 'mɑlzeme-lAr-dAn'}
{'sf': 'mɑlzemee', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'mɑlzeme-e', 'ur': 'mɑlzeme-A', 'predicted_sr': 'mɑlzeme-A'}
{'sf': 'nedenleriin', 'freq': '68', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'neden-ler-i-in', 'ur': 'neden-lAr-H-Hn', 'predicted_sr': 'neden-lAr-I-In'}
{'sf': 'sɑɑtleriin', 'freq': '68', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'sɑɑt-ler-i-in', 'ur': 'sɑɑt-lAr-H-Hn', 'predicted_sr': 'sɑɑt-lAr-I-In'}
{'sf': 'silɑhɑ', 'freq': '68', 'analysis': 'Stem-dat', 'segmentation': 'silɑh-ɑ', 'ur': 'silɑh-A', 'predicted_sr': 'silɑh-A'}
{'sf': 'tɑkɯlmɑɯ', 'freq': '68', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'tɑkɯl-mɑ-ɯ', 'ur': 'tɑkɯl-mA-H', 'predicted_sr': 'tɑkɯl-mA-I'}
{'sf': 'teknoloʒilere', 'freq': '68', 'analysis': 'Stem-pl-dat', 'segmentation': 'teknoloʒi-ler-e', 'ur': 'teknoloʒi-lAr-A', 'predicted_sr': 'teknoloʒi-lAr-A'}
{'sf': 'temizleme', 'freq': '68', 'analysis': 'Stem-la-vn:inf', 'segmentation': 'temiz-le-me', 'ur': 'temiz-lA-mA', 'predicted_sr': 'temiz-lA-mA'}
{'sf': 'tutmɑɯ', 'freq': '68', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'tut-mɑ-ɯ', 'ur': 'tut-mA-H', 'predicted_sr': 'tut-mA-I'}
